Country,Agro-ecological zones,Administrative areas,Agricultural practices,Crop,Scientific name,Botanical family,Other names,Additional Information,Planting period - onset,Planting period - end,Sowing / Planting rate,Sowing/Planting rate unit,Preferred sowing/planting period,Length of the cropping cycle,Harvesting period - onset,Harvesting period - end,Comments
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,15/02,28/02,3-5,kg/ha,null-null,87-100 days,18/05,15/06,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,01/12,15/12,4.1,kg/ha,null-null,50-65 days,20/01,28/02,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Onion,Allium cepa L.,Alliaceae,,,01/03,31/07,3-3.5,kg/ha,null-null,135-165 days,15/07,16/01,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,,01/03,15/10,13,kg/ha,null-null,100-203 days,10/08,20/03,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Potato,Solanum tuberosum L.,Solanaceae,,,01/09,31/12,"1,200-1,800",kg/ha,null-null,90-120 days,30/11,30/04,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Rice,Oryza sativa L.,Poaceae,,,15/01,30/06,60-80,kg/ha,null-null,110-120 days,01/05,31/10,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Sesame,Sesamum indicum L.,Pedaliaceae,Benniseed,,01/03,31/03,3-5,kg/ha,null-null,110-130 days,20/06,10/08,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,01/03,30/11,2-3,kg/ha,null-null,100-120 days,10/06,15/04,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Sunflower,Helianthus annuus L.,Asteraceae,,,01/03,31/03,8-12,kg/ha,null-null,90-130 days,01/06,10/08,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,Long rainy season (masika),01/02,31/03,"10,000",cuttings/ha,null-null,90-150 days,01/05,30/06,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,Short rainy season (vuli),01/10,30/11,"10,000",cuttings/ha,null-null,90-150 days,01/01,30/04,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,01/04,30/06,150-200,kg/ha,null-null,105-120 days,15/07,30/10,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.","Wheat, common",Triticum aestivum L.,Poaceae,"Wheat, bread",,15/02,15/04,110-150,kg/ha,null-null,90-120 days,15/05,30/08,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.","Bean common, dry",Phaseolus vulgaris L.,Fabaceae,,,01/03,15/03,80-110,kg/ha,null-null,85-90 days,25/05,20/06,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.","Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,01/05,31/05,300,gr/ha,null-null,90-165 days,01/07,15/11,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,First season,01/10,31/10,"10,000",cuttings/ha,null-null,240-360 days,01/05,30/09,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,Second season,01/02,31/03,"10,000",cuttings/ha,null-null,240-360 days,01/09,31/03,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Maize,Zea mays L.,Poaceae,Corn,,01/12,31/12,25,kg/ha,null-null,110-190 days,01/03,30/06,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,01/12,31/12,3-5,kg/ha,null-null,87-100 days,27/02,15/04,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,01/12,31/12,4.1,kg/ha,null-null,50-65 days,20/01,15/03,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Onion,Allium cepa L.,Alliaceae,,,01/04,31/07,3-3.5,kg/ha,null-null,135-165 days,15/08,16/01,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,Early maturing variety,01/03,31/03,13,kg/ha,null-null,100 days,10/06,10/07,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,Late maturing variety,01/09,30/11,13,kg/ha,null-null,100-203 days,10/02,25/06,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Rice,Oryza sativa L.,Poaceae,,,01/11,30/11,60-80,kg/ha,null-null,110-120 days,20/02,10/04,
United Republic of Tanzania ,High Plains and Plateaux,"Iringa Mufindi, Njombe and Ludewa. Mbeya:Mbeya rural, Mbarali, Kiyla, Rungwe, Ileje and Mbozi. Morogoro:Kilombero, Ulanga, and Mvomero. Dodoma: Kongwa and Mpwapwa. Ruvuma: Mbinga na Songea.","Main crops: tea, coffee, mango, maize, sorghum, banana, wheat, cassava, Irish potato, sweet-potato, pyrethrum, finger millet, common bean, pigeon pea, hyacinth bean, passion fruit, pineapple, macadamia, castor, simsim, sunflower, tomato, carrot, oil palm, rubber, cacao, sisal, eggplant, fruit trees. Irrigation: mainly traditional but upscaled in rice growing areas. (Mbarali). Source of seed: Informal and Formal. Major pests: insects (armyworms, locust), birds (Quellea Quellea), rodents.",Sesame,Sesamum indicum L.,Pedaliaceae,Benniseed,,01/01,30/01,3-5,kg/ha,null-null,110-130 days,20/04,15/06,
