Country,Agro-ecological zones,Administrative areas,Agricultural practices,Crop,Scientific name,Botanical family,Other names,Additional Information,Planting period - onset,Planting period - end,Sowing / Planting rate,Sowing/Planting rate unit,Preferred sowing/planting period,Length of the cropping cycle,Harvesting period - onset,Harvesting period - end,Comments
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Cucumber,Cucumis sativus L.,Cucurbitaceae,Gherkin,Second season,15/08,15/09,0.5-0.6,kg/ha,null-null,70-90 days,15/11,15/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,,01/04,15/04,50-60,kg/ha,null-null,110-150 days,01/07,15/08,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Kale,Brassica oleracea L.,Brassicaceae,,First season,01/02,15/02,0.5,kg/ha,null-null,100-125 days,15/05,15/06,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Kale,Brassica oleracea L.,Brassicaceae,,Second season,01/07,15/07,0.5,kg/ha,null-null,100-125 days,15/10,31/10,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Maize,Zea mays L.,Poaceae,Corn,,15/03,15/04,20-25,kg/ha,null-null,120-130  days,01/06,31/08,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Melon,Cucumis melo L.,Cucurbitaceae,,First season,15/03,15/04,0.4-0.5,kg/ha,null-null,70-90 days,15/05,15/07,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Melon,Cucumis melo L.,Cucurbitaceae,,Second season,15/08,15/09,0.4-0.5,kg/ha,null-null,70-90 days,15/11,15/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,First season,15/03,15/04,0.4-0.5,kg/ha,null-null,60-70 days,01/05,15/07,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,Second season,15/08,15/09,0.4-0.5,kg/ha,null-null,60-70 days,01/11,15/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.","Pepper, chili",Capsicum frutescens L.,Solanaceae,"Pepper, Tabasco",,15/02,15/03,0.4-0.6,kg/ha,null-null,150-240 days,15/06,20/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Potato,Solanum tuberosum L.,Solanaceae,,First season,01/03,15/03,"2,000-3,500",kg/ha,null-null,90-110 days,01/06,30/06,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Potato,Solanum tuberosum L.,Solanaceae,,Second season,01/08,15/08,"2,000-3,500",kg/ha,null-null,90-110 days,01/10,30/10,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Pumpkin,Cucurbita pepo L.,Cucurbitaceae,Gourd,First season,15/03,15/04,4.5,kg/ha,null-null,70-90 days,15/05,15/07,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Pumpkin,Cucurbita pepo L.,Cucurbitaceae,Gourd,Second season,15/08,15/09,4.5,kg/ha,null-null,70-90 days,15/11,15/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Rice,Oryza sativa L.,Poaceae,,"Irrigated, first season",01/12,31/12,60,kg/ha,null-null,120-150 days,01/05,30/06,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Rice,Oryza sativa L.,Poaceae,,"Irrigated, second season",01/06,30/06,60,kg/ha,null-null,120-150 days,01/11,20/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Rice,Oryza sativa L.,Poaceae,,Rainfed,15/03,15/05,80,kg/ha,null-null,110-120 days,01/06,31/08,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Rice,Oryza sativa L.,Poaceae,,Swamp,01/05,30/06,70,kg/ha,null-null,120-140 days,01/10,30/11,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Soybean,Glycine max (L.) Merr.,Fabaceae,,First season,15/03,15/04,70-80,kg/ha,null-null,95-120 days,01/07,31/07,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Soybean,Glycine max (L.) Merr.,Fabaceae,,Second season,15/08,31/08,70-80,kg/ha,null-null,95-120 days,01/11,15/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,15/07,31/08,"25,000-35,000",cuttings/ha,null-null,140-200 days,01/11,28/02,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Taro,Colocasia esculenta (L.) Schott,Araceae,,,01/03,30/04,"15,000-20,000",setts/ha,null-null,200-250 days,01/09,20/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,First season,15/04,30/04,0.6-0.8,kg/ha,null-null,90-120 days,15/08,30/09,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,Second season,15/10,31/10,0.4-0.5,kg/ha,null-null,110-140 days,15/02,30/06,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Turnip,Brassica rapa L. subsp. rapa,Brassicaceae,,First season,15/03,31/03,3-4,kg/ha,null-null,40-50 days,30/05,15/04,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Turnip,Brassica rapa L. subsp. rapa,Brassicaceae,,Second season,01/09,15/09,3-4,kg/ha,null-null,40-50 days,15/10,30/11,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,First season,15/04,30/04,0.6-0.8,kg/ha,null-null,90-120 days,15/08,30/09,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,Second season,15/07,31/07,0.6-0.8,kg/ha,null-null,90-120 days,15/11,20/12,
Cameroon,Western Highlands,"West Region: Divisions: Mifi, Menoua, Bamboutos, Ndé, Upper-Nkam, Koung-Khi, High-Plateaux. Divisions of the Northwest Region: Mezam, Menchum, Dongang-Mantung, Bui, Momo, Ngoketunjia, Boyo.","Manual agriculture, planting on ridges, animal traction, mixed cropping for food crops. Ploughing in contour lines on hill slopes.",Yam,Dioscorea spp.,Dioscoreaceae,,,01/02,30/04,"5,000-10,000",setts/ha,null-null,200-300 days,01/08,31/10,
